,AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,SOLIDITY,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_4,MeanRR,MeanRG,MeanRB,StdDevRR,StdDevRG,StdDevRB,SkewRR,SkewRG,SkewRB,KurtosisRR,KurtosisRG,KurtosisRB,EntropyRR,EntropyRG,EntropyRB,Labeled Class
866,326826,2215.4141,803.9762,526.0378,0.7562,0.9737,0.7006,1.5284,0.8368,0.8024,0.0025,0.0016,0.9839,109.164,95.5276,102.889,37.6308,31.6378,24.9692,0.1829,0.4153,0.3163,2.2132,2.6054,2.9111,-42285379584,-31176609792,-34567692288,6
867,237022,1848.2061,683.0206,445.617,0.7579,0.9836,0.6962,1.5328,0.872,0.8043,0.0029,0.0019,0.9915,119.258,100.7336,111.8928,29.0962,22.3745,25.6994,-0.2002,0.0595,-0.1834,2.6261,2.7492,2.4634,-34744070144,-23636111360,-29937166336,6
868,306521,2106.093,713.1732,554.9265,0.6281,0.9756,0.7606,1.2852,0.8684,0.876,0.0023,0.0018,0.9861,96.3711,78.674,90.4509,28.6973,25.0892,24.9948,0.0719,0.6311,0.3455,2.8456,3.3076,3.5279,-29065297920,-18844188672,-24898062336,6
870,294428,2022.094,716.1476,528.4319,0.6749,0.9872,0.7445,1.3552,0.9049,0.855,0.0024,0.0018,0.9906,98.5714,80.9946,84.903,23.4817,25.4996,28.0969,-0.2857,0.496,-0.0138,2.6903,3.4086,3.0677,-28231587840,-19244140544,-21600604160,6
871,242972,1830.124,650.916,476.3255,0.6815,0.9905,0.768,1.3665,0.9116,0.8545,0.0027,0.002,0.9978,89.8824,82.083,82.8472,34.3263,32.6109,28.6456,-0.1278,0.7398,0.3343,2.6157,3.0341,3.0318,-21064376320,-17517488128,-17095884800,6
874,222233,1812.683,650.1162,437.5476,0.7396,0.9779,0.7169,1.4858,0.8499,0.8182,0.0029,0.002,0.9947,90.9213,82.8562,87.601,31.2388,28.9734,33.2055,-0.0803,0.4342,0.1805,2.3912,2.936,2.3248,-19162071040,-15694624768,-18181138432,6
875,210197,1790.522,640.6564,422.1224,0.7522,0.9687,0.7008,1.5177,0.8239,0.8075,0.003,0.002,0.9896,87.2392,81.1249,76.8349,28.8609,29.5393,27.0474,0.0907,0.3552,0.6619,2.4083,2.6524,3.4031,-16382613504,-14330851328,-12586627072,6
876,324044,2162.4221,818.4114,508.6661,0.7834,0.9901,0.7482,1.6089,0.8708,0.7848,0.0025,0.0016,0.9911,107.755,96.9853,98.6709,40.7498,37.9713,33.1847,-0.0894,0.6211,0.2768,2.3778,2.4297,2.4962,-41818968064,-33614336000,-33326764032,6
877,239741,1841.7939,686.2008,446.7934,0.759,0.9929,0.7554,1.5358,0.8881,0.8051,0.0029,0.0019,0.9956,85.9941,79.3198,83.1321,36.7103,36.2568,32.8386,0.2898,0.7344,0.4536,2.5836,2.6889,2.5258,-19643080704,-16941455360,-17724579840,6
879,376000,2405.4141,952.5737,506.6357,0.8468,0.9826,0.808,1.8802,0.8166,0.7264,0.0025,0.0013,0.992,88.0984,72.3489,90.6803,31.4931,25.4627,29.0988,0.1773,0.8884,0.4828,2.3622,4.9643,3.6943,-30594353152,-19703881728,-31713038336,6
880,364338,2385.511,849.6287,548.4377,0.7638,0.9874,0.7596,1.5492,0.8045,0.8016,0.0023,0.0015,0.9955,109.0743,92.334,95.129,33.3844,26.9478,19.9159,0.1723,0.3216,0.3835,2.5413,2.701,4.7956,-45702238208,-31309285376,-31791349760,6
881,308051,2090.377,761.1531,519.0694,0.7314,0.9875,0.7657,1.4664,0.8859,0.8228,0.0025,0.0017,0.9927,132.3429,110.2702,100.9566,35.7775,31.943,27.6696,-0.5238,0.1643,0.0487,2.9831,2.2974,2.8693,-57698394112,-39131254784,-31855800320,6
882,303347,2094.3931,740.3585,525.1052,0.7049,0.9735,0.7408,1.4099,0.869,0.8394,0.0024,0.0017,0.9935,117.266,107.4074,113.243,34.7141,31.1396,29.4864,-0.4148,-0.0224,-0.1495,2.6207,2.1744,2.7457,-44281475072,-36354625536,-40067084288,6
883,249697,1902.502,694.4902,460.7358,0.7483,0.9898,0.6929,1.5074,0.8669,0.8119,0.0028,0.0018,0.9936,121.0816,104.2908,105.8666,36.5019,30.4354,26.1945,-0.1165,0.1061,0.1254,2.01,2.1307,2.5785,-39287058432,-28083429376,-28205168640,6
884,291841,2018.3459,735.3645,508.7705,0.722,0.9904,0.7525,1.4454,0.9003,0.8289,0.0025,0.0017,0.9932,83.0816,76.3104,73.0537,28.3685,27.1972,25.4338,-0.1276,0.3319,0.2212,2.7365,3.0621,4.684,-20567203840,-17257240576,-15547549696,6
885,311275,2097.01,778.6296,510.3182,0.7553,0.9925,0.7132,1.5258,0.8895,0.8085,0.0025,0.0016,0.9974,93.0766,90.857,83.7485,31.0348,30.2736,27.1724,-0.0864,0.2327,0.0602,2.3979,2.4991,2.542,-28047085568,-26603939840,-22050711552,6
886,259258,1978.4659,723.0809,466.3064,0.7643,0.9798,0.7296,1.5507,0.8323,0.7946,0.0028,0.0018,0.979,86.0416,79.4325,76.7781,32.9081,33.6244,30.15,0.1072,0.1986,0.2636,1.8768,1.9191,2.386,-20438394880,-17757044736,-16023895040,6
890,346353,2324.49,840.6997,527.3477,0.7788,0.9758,0.6792,1.5942,0.8055,0.7899,0.0024,0.0015,0.9947,95.1561,80.8969,80.1775,32.3791,28.7699,23.1764,0.3877,0.5479,0.4416,2.4594,2.3749,3.1157,-32985747456,-23318945792,-21721085952,6
891,283636,2036.349,751.853,482.4856,0.7669,0.9819,0.7005,1.5583,0.8595,0.7993,0.0027,0.0017,0.9955,93.7921,88.4739,77.2713,34.969,31.6055,25.7324,-0.1154,0.1158,0.1958,2.1874,2.0473,2.828,-26821468160,-23290361856,-16920019968,6
892,313194,2095.9231,769.103,519.8459,0.737,0.9905,0.7231,1.4795,0.8959,0.8211,0.0025,0.0017,0.9974,94.5879,87.6494,86.4885,29.4395,29.1129,25.2565,-0.0165,0.3024,0.1028,2.1584,2.171,2.3135,-28769253376,-24705204224,-23276603392,6
893,255403,1925.365,691.8453,477.1796,0.7241,0.9785,0.7269,1.4499,0.8658,0.8243,0.0027,0.0019,0.985,98.1696,86.079,84.8254,29.678,27.5947,26.7208,-0.2737,-0.0339,-0.1398,2.2423,2.3704,2.7202,-25296416768,-19168882688,-18473392128,6
895,254330,1926.736,747.4943,435.6219,0.8126,0.9925,0.724,1.7159,0.8609,0.7613,0.0029,0.0017,0.9945,88.2526,81.587,81.9449,38.4674,39.3292,29.0821,0.1838,0.6385,0.2665,2.2759,2.509,2.6951,-22242772992,-19594921984,-17592152064,6
897,343792,2289.272,823.8438,534.7757,0.7607,0.9781,0.6941,1.5405,0.8243,0.8031,0.0024,0.0016,0.9935,94.6863,77.3935,79.346,30.7016,25.2166,23.7425,0.3382,0.5209,0.4318,2.5138,3.0369,3.0865,-31983476736,-20482514944,-21219354624,6
